Link,Username,Rank,Timeline,Review,Response
https://lh3.googleusercontent.com/a-/ALV-UjX-uy4416N1qXhmoPv9X8KvglePbPBGuo7TbcyUxGnQpEI=w45-h45-p-rp-mo-br100,neha deshmukh,6 reviews · 13 photos,4 years ago,"Starting from the entrance. The entrance of the college is covered with greenary which gives very nice feeling of being close to nature. As soon as you step in the reception area includes manifest of saraswati devi idol, which again gives …",Share
https://lh3.googleusercontent.com/a-/ALV-UjWQQRv_2eK7V6dlQR8_PZ7cUj09R_K0p0QOXcMh_xbEf1s=w45-h45-p-rp-mo-ba3-br100,Samanwita Bagg,Local Guide · 16 reviews,4 years ago,"One of the best colleges in Thane with great infrastructure and academics. All basic amenities are available in campus like free wifi, all AC classrooms, central computing facility, MOODLE based e-learning, project based learning, foreign …",Share
https://lh3.googleusercontent.com/a/ACg8ocKda7r3Z5orIVZKQ1TMMjzJa7ku3fufMiIFLFoA5DMj=w45-h45-p-rp-mo-ba4-br100,Ambrish Mathur,Local Guide · 56 reviews · 259 photos,3 years ago,"It's a College where my son had JEE MAINs and JEE Advanced exams. It has the Capacity to do CBT Computer based exams and during Covid they tried Social distancing during exam, but during Entry it was not as students stood in Line very close and security did monitor or correct it. Toilet for parents was inaccessible too far too.",Share
https://lh3.googleusercontent.com/a/ACg8ocK9yUKScyvROmhuomjj_-ecmGrHoRVZ8HinWIfo53l7RJ8=w45-h45-p-rp-mo-ba3-br100,Harish Salvi,Local Guide · 45 reviews · 32 photos,2 years ago,No doubt about the college. Staff's are supportive. Principal is good. If you have any fees related issue you can direct talk to the principal. The main problem is it's 8-9km away from thane station.,Share
https://lh3.googleusercontent.com/a/ACg8ocLNxCJg6ln5rww6yKq2eyfCy2Ue3scZE4Boexq83Tvw=w45-h45-p-rp-mo-ba3-br100,Aneesh John,Local Guide · 26 reviews,4 years ago,"APSIT has lot of initiatives in the form of collaboration with industries to keep the students and faculties abreast of the current technological trends, placements. …",Share
https://lh3.googleusercontent.com/a/ACg8ocKE-wdsSuaipsU_9UbfeZ7dKR0bmF16yaaBawH4qmva=w45-h45-p-rp-mo-br100,sukhada aloni,1 review · 3 photos,4 years ago,"Placements :

Many multinational companies like Infosys, TCS, Wipro, Hexaware, LTI and other …",
https://lh3.googleusercontent.com/a/ACg8ocKzHy_Ey4lKYIe1ukYZhkLfhvyA2Pgk-hgq_O-w5erj=w45-h45-p-rp-mo-br100,Aditya Shastri,4 reviews · 9 photos,4 years ago,"One of the BEST College lf MUMBAI UNIVERSITY to study at and a Great Organization to work with. Perfectly connected to Central and Western region and exactly in front of upcoming Metro station. Amazing amenities and environment to live, learn and work. Setting benchmarks in terms of education and recruitements.",Share
https://lh3.googleusercontent.com/a-/ALV-UjXQzhRkyp06m2xWbMYFILHUu5UAbV2qY_XaFk6OvQYt6Wo=w45-h45-p-rp-mo-br100,Shriganesh Yadav,2 reviews,4 years ago,"Faculty, environment, teaching r good , good ambiance .It will give  immense pleasure for any one  to visit this college. There r more than 20 industrial tie ups which will definitely new level of techno connectivity .",Share
https://lh3.googleusercontent.com/a/ACg8ocKehcIIGamXq25NIUl5o5Hz9lnMKBJDCbSWhDLyI5vg=w45-h45-p-rp-mo-br100,Sampada Deshpande Ghate,1 review,4 years ago,"APSIT besides imparting theoretical knowledge, a lot of stress is laid on hands-on training and overall development of the individual's personality. The faculty members  are experienced and highly qualified which provides an excellent …",Share
https://lh3.googleusercontent.com/a-/ALV-UjVyQzSvu6ns5MDpwhJVeSpqFJP_axMyNXUYl73Soue86uo=w45-h45-p-rp-mo-br100,sadanand shelgaonkar,1 review,4 years ago,"APSIT is one of the best institute ,affilated to Mumbai university.
Within short time after establishment became
Excellent center and technological hub.institute is hving Highly qualified and …",Share
https://lh3.googleusercontent.com/a/ACg8ocLM1_2EztlLAcDBQl08dFwSUz1uaFWh8e_APsk7YIJ8=w45-h45-p-rp-mo-br100,RAMPARIYA YOGESH,1 review,4 years ago,"Perfect place to start your engineering career as students. Highly qualified faculties, well equipped labs, good infrastructure with air conditioned labs, good canteen facility, playing turf provision, more than 600 computer system. Collaboration with Ansys, Siemens, ProE, BMW, Autodesk and many more.",Share
https://lh3.googleusercontent.com/a-/ALV-UjUWVeMNO6dhkSOiNhKuzZCZ-xLM_s5U05_9Ux9fB4jkhWs=w45-h45-p-rp-mo-br100,Nikhil Desai,1 review,4 years ago,"The academics is really good. Apart from regular academics, the college also invests in various co-curricular training programs in order to train students for the real world. The college has recently purchased latest versions of various …",Share
https://lh3.googleusercontent.com/a-/ALV-UjXrJEaRYXD5mqSOwUeT-RwgyH2zo-rMSzPcOiQyvDk4-p8=w45-h45-p-rp-mo-ba2-br100,Mahesh Pawaskar,Local Guide · 12 reviews · 1 photo,3 years ago,This college's staff is very cooperative. Laboratories are well equipped. Project Based Learning is one of the most innovative activity which upgrade knowledge of students.,Share
https://lh3.googleusercontent.com/a/ACg8ocKU_m5ipoZ72y3iOU7UCgeVqEG4Q2Q_8igtQWydQ2Hs=w45-h45-p-rp-mo-br100,aditya panamukkath,3 reviews · 1 photo,4 years ago,"It's a great environment to study , they provide free lecture during vacation for students and the faculty there are very great and helpful and provide full support to the students, they are tied up with various industrial. Student gets the benefits as per the company trend.",Share
https://lh3.googleusercontent.com/a/ACg8ocITcuLRFYJ6JFbq2U5-A5xm2AZQw2t1PPH6Ju6V271G3w=w45-h45-p-rp-mo-br100,Bhushan Mahajan,5 reviews,4 years ago,The best engineering college in Mumbai. very good infrastructure and faculty.foreign language are going to teach in college.Many skills are available in institute and this is very good college,Share
https://lh3.googleusercontent.com/a-/ALV-UjWVGFXQLlOFgm8g5yixIXbb7O8UNWQQHlFZzM-Odp__etg=w45-h45-p-rp-mo-br100,Kiran Deshpande,1 review,4 years ago,Really a Institute with Academic Culture which is missing in Engineering Institute currently. Great infrastructure & facilities for an Engineering student who is apsiring to stand out technically in today's competition. State of art labs …,Share
https://lh3.googleusercontent.com/a-/ALV-UjUQcpofhQHpm0YR9GAKrP_C_QmndhAqjMWQWvWzDKS-Viut=w45-h45-p-rp-mo-ba4-br100,Omkar Panchal,Local Guide · 78 reviews · 93 photos,a year ago,"Best engineering college in thane, Kasarwadvali you will ever find. The college campus is not so big but the teaching is absolutely no comparable.",Share
https://lh3.googleusercontent.com/a/ACg8ocJbUa9yENNlYM4V0cAhZFfCQoex2RZcWErC07DMKYka=w45-h45-p-rp-mo-ba5-br100,Nayan Kadam,Local Guide · 79 reviews · 549 photos,4 years ago,A P Shah institute of technology has given us a whole life experience . College has all d facilities very well designed labs n a highly learnt teaching faculty which keeps on motivating d students for there betterment .,Share
https://lh3.googleusercontent.com/a/ACg8ocJsx0k7lcW_AAT8P1pHypgyez_dA9Fy4uWdRZmrSNIG=w45-h45-p-rp-mo-br100,vrushali patil,4 reviews,4 years ago,"This is the best engineering college.  One of the best infrastructure of college in mumbai.  Best manegment ,faculty and staff members. Lots of opportunity ,software learning,laboratories, facilities are available.everythings are best.",Share
https://lh3.googleusercontent.com/a/ACg8ocK5ySJdkMsfZi_UKxRluYgiX19v9F7rJLG1s_Y75NQU=w45-h45-p-rp-mo-br100,Sheela Saraf,1 review,3 years ago,One of the best engineering colleges in Mumbai with brilliant teaching staff. Professors are well qualified and provide e learning platforms as well.,Share
https://lh3.googleusercontent.com/a-/ALV-UjVuvWm3dx1IaPSlIOuL1dhiqkR5vrlVC6frFWhO-hd4X8cW=w45-h45-p-rp-mo-ba3-br100,Kaushal Deshmukh,Local Guide · 29 reviews · 33 photos,5 months ago,Very good college. Please take admission here.,Share
https://lh3.googleusercontent.com/a/ACg8ocKjZytkNnu7zJp78nC6ThOv10yiAkItAjvnutEwiBUL=w45-h45-p-rp-mo-br100,nivedita sante,2 reviews,4 years ago,The best upcoming engineering colg in Mumbai. This Institute provides all the amenities which will help their students to shape for a better future. Faculties are ready to help as and when required. Students are motivated to excel in their …,Share
https://lh3.googleusercontent.com/a/ACg8ocKKvNz3mgXHuSd86L9C_GUreB0Swm3QMZ_dTWgCDNA=w45-h45-p-rp-mo-br100,Swati R,2 reviews,4 years ago,"As soon you enter APSIT you get positive vibes. Rightly awarded recently as best upcoming engineering college. Well equipped labs, air conditioned classrooms, qualified faculty. And Mechanical department is the best..",Share
https://lh3.googleusercontent.com/a-/ALV-UjVTxhLXLhtxfsEkfi_0MnuDonLGGM8SMOMPz22LoeIwbHmF=w45-h45-p-rp-mo-br100,Omni Behra,2 reviews,4 years ago,"College's staff is very cooperative ,Laboratory are well equipped. Project Based Learning facilities, library , Cultural festival ,affordable canteen food n healthy too",Share
https://lh3.googleusercontent.com/a/ACg8ocKPFVvcnmdbeeMkTN1blZxwmmxnM0zPxB1dCXDyOiSY=w45-h45-p-rp-mo-br100,Adesh Hardas,1 review,4 years ago,I work here. This is an amazing place to work. We have best facilities for students. …,Share
https://lh3.googleusercontent.com/a/ACg8ocLnaOOn71CNcLfD8j7VWnvCfNO60qOPlEqIXXtqiS_E=w45-h45-p-rp-mo-ba5-br100,K,Local Guide · 132 reviews · 382 photos,5 years ago,"Early know as Parshvnath college then mmj shah which had 2 branches diploma and degree that got shutdown, they used to take donations for admission, the infrastructure is only to attract students. …",Share
https://lh3.googleusercontent.com/a/ACg8ocJeGCdcqSak29QhSAoDvHeWineKdERNtjYyL-P8agXp=w45-h45-p-rp-mo-br100,snehlata yadav,3 reviews,4 years ago,"We all know first impression is the last impression.
I got connected to APSIT on the very 1st day of my visit to APSIT. The college infrastructure was really awsome and could clearly see the amount of hardwork and …",Share
https://lh3.googleusercontent.com/a/ACg8ocK3G6CujEVUTS3ONAvFUOGWHaBYI3HliLBQSYTxb5U0=w45-h45-p-rp-mo-ba4-br100,Jitendra Vawadra,Local Guide · 69 reviews · 28 photos,6 years ago,"P.S.- I'm not a student of the college, attended bitwise pool drive here. Canteen is waste, labs and classes aren't properly organized. Parking not present. Only good thing is fully centralized AC and PCs.",Share
https://lh3.googleusercontent.com/a-/ALV-UjVcNef-YDlWM3-JkDAgn6FZTIjcTmAI8RVVrE-UHJ8em7w=w45-h45-p-rp-mo-br100,Sachin Takmare,1 review,4 years ago,"Excellent infrastructure, Air conditioning class rooms and laboratories. Great initiative's like Project Based Learning, attendance rewards, incubation centre.
Overall, I would like to give 5 star rating to APSIT.",Share
https://lh3.googleusercontent.com/a/ACg8ocIiA4W_xxP7xZdV1Ew0fjD3wDgPQJhZjI6ve1Jsagit=w45-h45-p-rp-mo-br100,Rahul K. Ambekar,6 reviews · 1 photo,4 years ago,A.P.Shah Institute of Technology is indeed role model for all engineering colleges especially considering the growth of an institute & best global practices at A.P.Shah institute of Technology. …,Share
https://lh3.googleusercontent.com/a-/ALV-UjVVTJlJzJc9YI8I_gQzHYSrMTR3-krh5e3F1uWEPxlMt_CA=w45-h45-p-rp-mo-br100,Yogesh Saraf,3 reviews,4 years ago,Descent college with good infrastructure and faculties. The classrooms are well equipped with smart boards. …,Share
https://lh3.googleusercontent.com/a-/ALV-UjW9rcwSezGAlJMl_WRYjTuT8ms9scX3L7rOlB716L188K0=w45-h45-p-rp-mo-br100,Brinal Colaco,5 reviews,4 years ago,"Do you aspire to become an Engineer? If your answer is yes, then A.P. Shah Institute of Technology (APSIT) is the place for you. This is one of very few colleges in Mumbai that produces Trained Engineers. …",Share
https://lh3.googleusercontent.com/a-/ALV-UjW42NBJJNKUIEdFTBZZDMmkXDuv8K0dKFClWkxHll6gz3m1=w45-h45-p-rp-mo-br100,Siddharth Dhanawde,5 reviews,4 years ago,"My experience with APSIT has been fabulous! All professor and teachers are very helpful and kind. APSIT provides various facilities like AC Digital classrooms, book bank, E-library, moodle app for all reference material for all subjects in …",Share
https://lh3.googleusercontent.com/a/ACg8ocK_8cnXMJDDjgBe_CQdi-5cAhE7oxKVfJtRlLPJmnPV=w45-h45-p-rp-mo-br100,Tanuja Vinchurkar,2 reviews,4 years ago,APSIT is one of the best college in Thane.It offers many courses to students for building their carrer and that too free of cost. Students have come out in flying colours in many areas because AP Shah institute has provided various platform for students to achieve their goal. In every aspect APSIT is growing at a  very fast pace.,Share
https://lh3.googleusercontent.com/a-/ALV-UjULUmwTRf_kiN16mFtOc-kbSuGgbcrrWs0IIEBOd--BG1k=w45-h45-p-rp-mo-br100,1216_Soham Kambli,2 reviews · 6 photos,6 months ago,"There is a beach near this college, Thane beach",
https://lh3.googleusercontent.com/a-/ALV-UjWxbOLzYGbW2D79tYhXrbqtoVSO5gtxH2feHN0Riw3QSVQ=w45-h45-p-rp-mo-ba3-br100,Meenakshi M,Local Guide · 25 reviews · 4 photos,4 years ago,5 star college..its near by highway so clearly anyone can find.. Awsome maintance of all..helpful staff..,
https://lh3.googleusercontent.com/a-/ALV-UjWEo7WNZiOlrSTotKpFpFcecE0ykXW-rFB8mP4UIO5ytarC=w45-h45-p-rp-mo-ba3-br100,Vishal Misal,Local Guide · 11 reviews · 4 photos,4 years ago,One of the best college in Mumbai and Navi Mumbai region. Having best ammineties good facilities knowledgeable faculty good infrastructure and lots of industry tie ups.,Share
https://lh3.googleusercontent.com/a/ACg8ocJu1d6T9OyTjo5Z-cHgKTS6DOlq3HV8ngi90p5Qtn4n=w45-h45-p-rp-mo-ba5-br100,09_Arun Bihani,Local Guide · 48 reviews · 383 photos,4 years ago,"A.P.Shah Institute Of Technology is an engineering college. It is an AICTE approved college. It runs under the head of Mumbai University. It delivers technical education under 5 Streams via. Computer Science, Information and Technology, …",Share
https://lh3.googleusercontent.com/a-/ALV-UjUYAeZDnwXMtKFOcxyH2Z_dnSWanvolzzN2mJn6w_SMLt8=w45-h45-p-rp-mo-ba3-br100,Heena Nagda,Local Guide · 42 reviews · 65 photos,2 years ago,"There are institutions competitive exams are going on, having computer lab with such good staff supports to guide and computer proper functioning...get down at thane station and auto charge 50rs and bus is 30rs but I never went through bus so please search for the bus before visiting 🤗 …",Share
https://lh3.googleusercontent.com/a-/ALV-UjUis4XqIgH0qsNMnO89LM1gA_zS7yCeg0lqd4xd0COuyR4=w45-h45-p-rp-mo-br100,Gauri Deshpande,5 reviews · 1 photo,4 years ago,"Best upcoming college in the heart of thane city. Best faculty,classrooms and labs. Very convenient location. Proud to be an alumina of the college.",Share
https://lh3.googleusercontent.com/a/ACg8ocLiyoQONBCtbrUXyBOPe9zP79a8qwkWPvoHNPEfFOdm=w45-h45-p-rp-mo-br100,Shannon D'souza,2 reviews,7 years ago,All over an excellent college.All facilities which student need.Good staff Teaching as well as managing.good infrastructure small campus but decent. Extra Curricular activities and sports is needed.placement is needed.Nearby station.,Share
https://lh3.googleusercontent.com/a/ACg8ocLcwcCIgweO8SxAp0UWCQfK7ENnJflXAb6lHCmEXJUo=w45-h45-p-rp-mo-br100,sonia aneesh,1 review,4 years ago,"APSIT is known for its facilities for the students and teachers.
Great efforts by the management towards the development of students  in the form of industry collaborations,  placements,  excellent academics,  extra curricular activities. APSIT is known for the  excellent work culture provided for its faculties.",Share
https://lh3.googleusercontent.com/a-/ALV-UjXszPBfyVXPdJypar9cdnj9EBpemqlgIfPI9l0tJuxBRIk=w45-h45-p-rp-mo-ba3-br100,Om Bheda,Local Guide · 33 reviews · 37 photos,a year ago,A highly competent emerging engineering college. With a lot of opportunities for students all round growth.,Share
https://lh3.googleusercontent.com/a-/ALV-UjXFthaNgJvnc4-Ou_XUallG37PnE_VtscBskb_zWohSBQ=w45-h45-p-rp-mo-br100,Geetanjali Kalme,1 review,4 years ago,Apsit is the best education center in Thane with the best learning exposure.College infrastructure is very good.The college provides workshops and other industrial exposure to enhance teaching programs.Faculties are very friendly and always ready to help.,Share
https://lh3.googleusercontent.com/a-/ALV-UjXDJC6_s0-Cr5rB13fUQf7kVzxmDxGMmgqy4e284wRMIHHB=w45-h45-p-rp-mo-ba2-br100,Rutwik Gaikwad,Local Guide · 8 reviews,4 years ago,"Best College Ever.
Best Management and Awesome Teachers.
IT department is the best and most preferred department. …",Share
https://lh3.googleusercontent.com/a-/ALV-UjXW7JciRvL-4-MxdMgD7i25k9eDBj_nUbSmXjgWIPsJ0Q=w45-h45-p-rp-mo-ba3-br100,Krishna Gupta,Local Guide · 20 reviews · 107 photos,3 years ago,"I have visited this to give exam of railway, everything was well managed and hygienic.",Like
https://lh3.googleusercontent.com/a/ACg8ocLH7IamidR-WEZmA495ashbSizK1d1hTS5FiR3eEIpngA=w45-h45-p-rp-mo-ba4-br100,Renuka Pawar,Local Guide · 30 reviews · 75 photos,4 years ago,A very good center for online exams.. Nice campus with proficient staff,
https://lh3.googleusercontent.com/a/ACg8ocKHNwUiKeaVoJjsSxMOCsLvN-Hz-6nJDasxHB11sUlQ=w45-h45-p-rp-mo-br100,NiKhiL Sawant,3 reviews · 17 photos,2 years ago,Very bad placement cell for civi engineering this college has no tie ups only good for it and software engg if you want to go for good college don't take admission in this college always asking for fees this college only wants money and not …,Share
https://lh3.googleusercontent.com/a-/ALV-UjVhSpXhpo8Tot5h1CrM71bVoBnQ__8Ul7cohMIDqIpzcA=w45-h45-p-rp-mo-br100,TE_A_42_Karan_ Khadye,3 reviews,a year ago,The infrastructure is really nice but it lacks in campus area the fest done by the student council is very up to the mark,Share
https://lh3.googleusercontent.com/a-/ALV-UjWM1YWI7FfB4V4ucRzGAb1km7Vm1B5qDkNH-BhTniI2UEqv=w45-h45-p-rp-mo-ba3-br100,Vaibhav Yavalkar,Local Guide · 8 reviews · 55 photos,4 years ago,"Surely one of the best Institute for Engineering in Mumbai Thane region..

Awesome Teaching - Learning Environment.. …",Share
https://lh3.googleusercontent.com/a-/ALV-UjXwcG9DppvxEtRg5G2HglKSB4FmpRcVIvOMt4x3dKdrcs-j=w45-h45-p-rp-mo-ba3-br100,Shefali Shirodkar,Local Guide · 33 reviews · 139 photos,6 years ago,"Good college in terms of infrastructure and cleanliness.Earlier known as 'Parshwanath College of Engg', A.P. Shah Institute of Technology is back with new and good management staff",Share
https://lh3.googleusercontent.com/a/ACg8ocJJp5NIWlKwbmGeJ0wqzkp8SzxwfXQF8tv9nSgfPvvcjA=w45-h45-p-rp-mo-br100,Ramya R B,3 reviews · 1 photo,4 years ago,"One of the best engineering colleges under Mumbai University.APSIT has excellent infrastructure,experienced faculty and very supportive management.A very happening campus in terms of both technical,non technical activities and industry …",Share
https://lh3.googleusercontent.com/a-/ALV-UjU3008mwP5fF5NL_GdAL506v-UbzT2OWp14StXYcS1AsTig=w45-h45-p-rp-mo-ba3-br100,Mugdha A,Local Guide · 26 reviews · 10 photos,4 years ago,Excellent infrastructure and expert faculties in every domain offer students the opportunity to be industry ready. Hands-on training and recent software courses are being offered to students,Share
https://lh3.googleusercontent.com/a-/ALV-UjVfrhQD5OjsxClJFQkUvCu-e1vi6sSrcBiEKremUHq62_g=w45-h45-p-rp-mo-ba3-br100,shubham kannaujiya,Local Guide · 39 reviews · 2 photos,4 years ago,MY EXAM WAS HELD HERE THE STAFF IS GOOD LABS ARE WELL BUILT LIMITED NUMBER OF CANDIDATES ARE ALLOTED IN EACH LAB THE BEST THING IS HERE STAFF IS  HELPFUL MORE THAN OTHER INSTITUTES  MY THERE WILL BE NO PROBLEM WITH CABS HERE YOU CAN GET ONE EASILY     THERE ARE TWO WNTRY GATES SO THAT U CAN GO IN AND COME OUT EASILY WITHOUT ANY RUSH,Share
https://lh3.googleusercontent.com/a/ACg8ocIVVdEqu7Z6v83mBgMr22WOjhN5CuaRTNvnLfNvSVa_=w45-h45-p-rp-mo-br100,Shyamsundar Khandare,3 reviews · 4 photos,4 years ago,"It is one of the best colleges in Mumbai.Located in prime location of Thane (Ghodbander Road).The infrastructure of college is great with well qualified and experienced faculty,well equipped lab along with AC ,smart boards and projector in …",Share
https://lh3.googleusercontent.com/a/ACg8ocK7Y29fL_TrTank_n68xnouJj7RH11AnKd7vQ_Jg6Rv=w45-h45-p-rp-mo-br100,Sushama Takmare,1 review,4 years ago,"Very nice college. Great environment to study. Excellent academics. Great initiatives from the college.
You will get Positive waves when you enter in to the college.",Share
https://lh3.googleusercontent.com/a-/ALV-UjViKPg2IWc7xkLK4jPNK7PfFjduWh6WYSB-E4qmjWt6o2X_=w45-h45-p-rp-mo-br100,Shubham Dhuri,3 reviews,4 years ago,"Attendance is very strict .
Need to think from the point of view of students.
All other things are good . …",Share
https://lh3.googleusercontent.com/a/ACg8ocJ3PiEBMeJp16RIwb37FYs6_FjnJUUdkVtMi1Hzds9qfXw=w45-h45-p-rp-mo-ba4-br100,Manav Kawale,Local Guide · 46 reviews · 26 photos,3 years ago,"The college was lit 🔥
I personally visited this college for JEE examination
THE MANAGING staff was friendly …",Share
https://lh3.googleusercontent.com/a/ACg8ocKMGgb-ZJtYt7ggiY03Vj2P1ynH5BjmWCr584Vvp-Hb=w45-h45-p-rp-mo-br100,Sukanya K,1 review,2 years ago,"This is my neet exam center
I hope they will give question booklet on 1:45 pm as prescribed as NTA for writing roll number on OMR sheet and filling other details on OMR previously it was my jee main center but they didn't followed rules given by NTA I hope they dont mess this time",Share
https://lh3.googleusercontent.com/a-/ALV-UjV0TQfM_lMboWjbhLTCJQRWPlQ3uWdcJwyUkjwwB4FL04MD=w45-h45-p-rp-mo-ba4-br100,Varad Deshmukh,Local Guide · 54 reviews · 46 photos,3 years ago,"I visited here to give my engineering entrance exams , was quite a well infrastructured college with nicer classrooms and computer labs overall nice",Share
https://lh3.googleusercontent.com/a-/ALV-UjVfvVHwdMtqzQG62jXxRDawyRl0gtrK5mr0hwlWv7OmeAEP=w45-h45-p-rp-mo-br100,Nitesh Chindarkar,6 reviews · 5 photos,4 years ago,"APSIT at a glance....
1. The Techno and Knowledge Hub of Thane City
2. Superb ambience and Infrastructure …",Share
https://lh3.googleusercontent.com/a/ACg8ocLmBwzoXykyMml2BA9v5ZJvLJfVUnoga6ueLul1uwm3=w45-h45-p-rp-mo-br100,Sagar Patil,2 reviews,4 years ago,"Apsit is the best college i ever seen .college has great initiative providing program based learning ,free coaching of GRE/GATE/CAT,MOODLE service student getting their online study material ,highly qualified staff ,apsit has collaborate …",Share
https://lh3.googleusercontent.com/a/ACg8ocJ2Zb38wqXYS3fSt9TrgNI8ps7C28pc9ZEVAVtJikA7LnU=w45-h45-p-rp-mo-ba3-br100,Gaurav Babar,Local Guide · 49 reviews · 43 photos,7 years ago,Very nice college with almost all facilities which students need. Great faculty and staff. All up-to-date things with affordable fees.,Share
https://lh3.googleusercontent.com/a/ACg8ocIsAN1GuXJG3le8LfChwQVrK02aAY8BBQceP_Y4rqeA=w45-h45-p-rp-mo-ba8-br100,Gopal Patnaik,"Local Guide · 877 reviews · 3,917 photos",4 years ago,"There is no proper management for recruitment drive.Don't know how to maintain the time schedule.No one to inform for the delay.
This experience is of 28.11.2019.Even L & T people also came very late.",Share
https://lh3.googleusercontent.com/a-/ALV-UjVVQOJrF-gbrwqzpmV1MtcPidimzaV447FtB71ct6AGHSk=w45-h45-p-rp-mo-ba3-br100,Anamta sayyed,Local Guide · 11 reviews,6 years ago,"Impossible for you to reach without google ma.
Not even a single auto rickshawala or bus conductor knows where the college is.
Really difficult to travel if you are staying in Mumbai.",Share
https://lh3.googleusercontent.com/a-/ALV-UjWxhoxtz3ljFR0uMjhmPAFA56bJ94-oxGqKfdSQP8Cm88UA=w45-h45-p-rp-mo-br100,krupavant salvi,19 reviews · 49 photos,a year ago,One of the best engineering college.. for students in Thane and nearby suberban..,Share
https://lh3.googleusercontent.com/a-/ALV-UjUTXFlGUHHxomx8AyqHztjzgnl8EF-JKgWxPbXXfgO34B0=w45-h45-p-rp-mo-br100,Nilesh Lohote,3 reviews,4 years ago,"Really nice college... Excellent Infrastructure, qualified staff,  best facilities for students,  located at prime location,  highly recommended for quality education👍 …",Share
https://lh3.googleusercontent.com/a-/ALV-UjWwtQi_OdKv011FXUWY9GQ_mrSd_sH3qn_Ekc5-8g4eE58=w45-h45-p-rp-mo-br100,Hemant Singh,6 reviews · 1 photo,a year ago,College dint conduct convocation ceremony for the batch 2019-20 however same benefit was given to 2020-21 batch..why such partiality?,Share
https://lh3.googleusercontent.com/a-/ALV-UjURmH3ZCQtaP9Q69hDUdM48XtzZ3olKbsygVOoFigXPDzjX=w45-h45-p-rp-mo-ba5-br100,SIVA NAGA,Local Guide · 227 reviews · 939 photos,6 years ago,Located on express Highway Thane west...just opposite road to R mall... Constructed in small space,
https://lh3.googleusercontent.com/a-/ALV-UjW-KzfRdBWHEsJTIE2UcF1SahI9q4Y9dqiRvgSygddDXA=w45-h45-p-rp-mo-ba3-br100,Aditi Muthkhod,Local Guide · 13 reviews · 3 photos,2 years ago,"As an exam centre, it's one of the best places. They'd taken all the security measures that they were supposed to and conducted the exams very smoothly.",Share
https://lh3.googleusercontent.com/a-/ALV-UjXKnF0H3r948pXTlz3mldp2xbR_IysJmB0_Fc3UHvuyhujk=w45-h45-p-rp-mo-ba5-br100,Satish Gosavi,Local Guide · 162 reviews · 613 photos,4 years ago,"At present on 3 N9v 2019 there is construction work going on road 8n front of building.
This college was known as  parswnath college of engineering previously",Share
https://lh3.googleusercontent.com/a-/ALV-UjW0WtqMbUEGKBclPpCvMzRQ5VKeeWKApLPg2Arx5frTEN0=w45-h45-p-rp-mo-br100,Aditya Shukla,2 reviews · 1 photo,3 years ago,I visited these institute  during my cet  entrance examination such a excellent campus and well disciplined staff and amazing computer labs and infrastructure is superb,Share
https://lh3.googleusercontent.com/a-/ALV-UjUwqnPzWMZfoMAgm1eSCvCUmH9gNHn5YpLH9YC8DpbojtGK=w45-h45-p-rp-mo-ba4-br100,Shraddha Mane,Local Guide · 86 reviews · 491 photos,6 years ago,I have go here for pool campus drive... Our reporting time was 8:30 bt still not started a process even on 1pm...management is not good at that time.. All students from outside  clg are not satisfied..,Share
https://lh3.googleusercontent.com/a-/ALV-UjVZXw2QOyjlQBZbd1L7MJA1u4yqtCkhqXJxmRw4GYb9gp0=w45-h45-p-rp-mo-ba2-br100,Ankit Adesh Pawar,Local Guide · 21 reviews,5 years ago,"Faculty ,management staff is great . Infrastructure is great . Inshort one of the best college in Thane site.",Share
https://lh3.googleusercontent.com/a-/ALV-UjXqRRK3zrAj2qzsGLx-roRwfoRjL63iRFBIUxhSTpQEc2dI=w45-h45-p-rp-mo-ba7-br100,Sanket Kolhe,"Local Guide · 257 reviews · 9,496 photos",6 years ago,"Best Engineering college in Thane! good Nice facilities are provided, nice staff, good infrastructure.",Share
https://lh3.googleusercontent.com/a-/ALV-UjXJRsZRS-UjT1MtR8qmzr2gfSlG0MprTOmwT9aOXGl34h4=w45-h45-p-rp-mo-br100,Roshan Mhatre,6 reviews,4 years ago,I have visited as a JEE centre for my jan examination. A huge infrastructure well maintained with technology involved at many places.,Share
https://lh3.googleusercontent.com/a-/ALV-UjVrqFlZkEpXnxxze2R6-0PlYVfbgLgV-6CNrpXqsOl578s=w45-h45-p-rp-mo-ba4-br100,Prachi Pathak,Local Guide · 19 reviews · 355 photos,2 years ago,"One the great institute for conducting competitive exams
Staffs are very understandable and gentle
Neat and clean rooms and washroom",Share
https://lh3.googleusercontent.com/a/ACg8ocIMntD9Im3-DxHyJzM809-QW4Tou3cc0gk_jvyvOqY9=w45-h45-p-rp-mo-br100,Swapnil Chavan,1 review,4 years ago,"One of best engineering colleges I have ever seen.
All staff members are helpful & supportive.",Share
https://lh3.googleusercontent.com/a/ACg8ocLzKeyIeErkD32NjbToZTWal61-LJTCJdIoM_EdqZRT=w45-h45-p-rp-mo-br100,dilip mahajan,3 reviews,4 years ago,"Very nice college, faculties are very helpful and good hospitality provided from college.very good future in this college. students gain very good knowledge about subjects",Share
